Character,Dialogue
Johnny,(Door slams shut)
Johnny,I brought vodka as a house gift.
Johnny,I don't see it.
Johnny,"(Rock music plays, low hum of party chatter)"
Johnny,(Engine roars)
Alexis,: That's what I say. (Laughs) Great.
Alexis,I'm Twyla from the cafe.
Alexis,Yeah.
David,: Yeah. Davis Rose.
Twyla,: I'm a little drunk.
David,: Hm-hmm.
Stevie,: Hey.
Twyla,: Hey Stevie.
Twyla,: I am going to roast myself a marshmallow.
Twyla,Anybody?
Stevie,: No. Thanks.
Twyla,: You're all good?
David,: No.
Twyla,: Great.
Stevie,: I don't know why you were so reluctant to show up here.
Stevie,You fit right in.
David,": Well, my sister texted me ""help""."
David,And my mind went straight to deliverance.
David,So I wasn't too far off.
Stevie,and said you'd probably show up here because you were bored and lonely and had nothing better to do.
David,": Well, my sister is a broken shell of a human being."
David,That's where that's coming from so...
Stevie,": Oh, okay."
Stevie,"Oh. Well, she seems fine."
Stevie,Are you serious? That's so funny. That's so funny.
Stevie,So I guess you're free to go.
David,: I'm gonna need a stiff drink to get through this. Stiff.
David,(Smacking lips loudly)
Moira,": So Jocelyn, you were saying that you teach high school, or you want to finish high school?"
Moira,"I'm not sure, I couldn't hear over your husband's chewing."
Moira,I teach high school.
Moira,"Oh, you're a saint."
Moira,I love it. I love connecting with the young people.
Moira,Although I know those boys are undressing me every time I drop a piece of chalk.
Moira,"Yeah. Well, maybe we should hold onto our chalk, hmm?"
Jocelyn,: They're boys! It's cute.
Moira,: (Quietly) John...
Roland,": Oh, there it is! There it is!"
Roland,The Vivien Blake b*tch face!
Moira,: Excuse me?
Roland,": I didn't want to say anything, but you were my favourite character on ""Sunrise Bay""."
Moira,: Thanks.
Jocelyn,: It's true.
Jocelyn,"He lived for ""Sunrise Bay""."
Jocelyn,"I could be doing cartwheels in a thong in front of that television, which I have done, but if your show was on, I was as good as wall paper."
Roland,": Hey, how many people did you slap on that show?"
Moira,: I don't care.
Johnny,": She can't remember, there were so many slaps."
Moira,: Enough about me.
Moira,Let's talk about you signing this contract.
Roland,": Well, somebody is in a little hurry, ain't she?"
Johnny,": No, no. We're not in a hurry. No."
Moira,: Aren't we?
Johnny,: No. We're not. No.
Moira,: Really?
Roland,: There it is again! Bam!
Roland,"Okay, I'll tell you what, Vivien..."
Moira,: Moira.
Roland,: I will go ahead and sign off on the sale...
Roland,Moira: Good.
Roland,: ... For a slap.
Roland,Excuse me?
Roland,: I've always wanted to be slapped by Vivien Blake.
Jocelyn,": It's true. We've role-played it like a thousand times, but it's not the real thing."
Roland,: Hm-hm.
Moira,: You'd like me to slap you?
Roland,: Yeah.
Moira,: I don't think...
Roland,": Well, don't think. Just do it. Slap me."
Johnny,: He wants you to slap him.
Moira,: I won't.
Jocelyn,": Slap him, Moira."
Johnny,: Go ahead and slap him.
Jocelyn,": Slap my husband, Moira."
Moira,": John, I won't!"
Johnny,: Slap him or I'll slap him.
Roland,: Slap me!
Moira,: I won't.
Roland,: Slap me like a b*tch!
Moira,: Sign the f*cking contract!
Moira,(Elated breaths)
Moira,(Alexis laughs) Okay.
Moira,"Um... this has been a lot of fun, but I'm starting to smell a little too much like uh, campfire, and denim and plaid and stuff so... bye."
Stevie,: Your choices are beer or beer.
David,: I assume a pint glass is out of the question?
Alexis,: You came! How was dinner?
David,: Um... worse than this?
David,Although at this point it's sort of a moving target.
Stevie,: Here hold this.
Stevie,So there are no guys for me here.
Stevie,But it was kind of nice to just like to flex the old muscle.
Stevie,: Put your thumb over the tube.
Stevie,"Agh, I kind of wanna just go for it but..."
Stevie,"But sometimes it doesn't work out, I guess."
David,: Yeah.
Stevie,": Okay, put the tube in your mouth."
David,: What? Uh...
David,Yeah. Just open your throat.
David,: Oh.
Stevie,": And go down, 'cause you're tall."
Alexis,": Okay. David, how long are you gonna be doing this?"
Alexis,"Okay, just come and get me after you vomit, okay?"
Stevie,You!
Stevie,: Chug!
Crowd,: Chug! Chug! Chug! Chug!
Crowd,: Chug! Chug! Chug! Chug! Chug! Chug! Chug! Chug!
Crowd,: Chug! Chug! Chug! Chug! Chug! Chug! Chug! Chug!
Alexis,: Are you ready?
Alexis,"(Cheering, laughing)"
Alexis,(Humming)
Alexis,And that's the last one there! Done!
Alexis,(Claps)
Ronald,: Already.
Ronald,"There you go, Johnny, congratulations."
Ronald,Thank you very much. Thank you.
Ronald,"Just remember one thing, okay?"
Ronald,This is my town and you're gonna play by my rules.
Ronald,Comprende?
Ronald,"(Laughs) I'm just messing with you, man!"
Ronald,Come on!
Ronald,(Johnny laughs uneasily)
Johnny,: Wow.
Roland,: Or am I?
Roland,(Laughs) No. I am.
Johnny,: Moira! Shall we?
Moira,: Yeah.
Moira,": Jocelyn, thank you for an unforgettable evening, I will be dining out on this for years."
Jocelyn,: I'll send you the recipes.
Jocelyn,"Yes, Jocelyn, words can't express."
Roland,You sure gonna need it.
Johnny,: Why's that?
Roland,": Well, it took a while to sell the first time."
Roland,"I mean, it was on the market for like what 20 years before you bought it."
Johnny,: 20 years?
Roland,": Yeah. I mean, most people just thought it was a waste of money that it would never sell, you know?"
Roland,Who in their right mind would buy it!
Roland,(Laughs) Then along came you.
Roland,(Anxious sigh)
Moira,: John! Did you know this town was on the market for 20 years before we bought it?
Moira,How would I know that? W... why would I know that?
Moira,I didn't know that.
Moira,"But look, let's look at the bright side..."
Moira,: There is no bright side.
Moira,"This is the dark side of the moon, Johnny."
Moira,"And we'll be here another 20 years, tucked in a crater, lost to all."
Moira,"Johnny well, you know what?"
Moira,I think that's being a little dramatic.
Moira,: Yes! It's dramatic! (Slams door)
Moira,"Sweetheart! We got the thing signed, okay?!"
Moira,"And if we have to fix this town up before we sell it, then we fix it up."
Moira,"We fix it up, bit by bit."
Moira,And it's gonna take hard work but we can do it because we're Roses.
Moira,And there is nothing we can't do...
Alexis,: Hi... hi...
Alexis,: You're being super loud right now.
David,: I can hear you thought the headphones!
Alexis,: So if you can just wrap it up in here.
David,: 10 to a 5. Thanks.
David,I feel good about this. I really do.
David,(Dripping)
David,What the hell is this?
David,The town sign.
David,Bag boy at the grocery store.
David,Which is what?
David,"40, 45-something and hour?"
David,"""Good riddance,"" is what they said."
unknown,"Episode transcripts for the TV show ""Schitt's Creek"". Aired: January 2015 to April 2020.*"
unknown,(Car door slams)
Johnny,": So, this is the town limits?"
Ray,": Yes sir, 4,500 acres that ends right here at the town sign."
Ray,"And it's all yours, Johnny, it must be a nice feeling, considering you don't have a lot right now."
Ray,"You know, because of the crooked business manager."
Ray,"You know, the money scandal..."
Ray,"Yes, I know, I know, I know, Ray."
Ray,What the hell is this?!
Ray,: The town sign.
Johnny,": Is this the real sign, or the joke sign?"
Ray,: What do you mean?
Johnny,: You don't see anything wrong with this?
Johnny,The man!
Johnny,"Standing awfully close to that woman, wouldn't you say?"
Johnny,": Well, he's holding on to her so she doesn't fall into the creek."
Johnny,": Look a little closer, Ray."
Ray,": Well, it need a little sprucing up."
Johnny,: Sprucing up?!
Ray,": It's very popular, people come from all over to take a picture with it."
Johnny,: I'll bet they do!
Johnny,You know what? This is coming down!
Ray,: That's the mayor's family up there!
Ray,The sign's been here over forty years.
Johnny,: And you wonder why this place won't sell?
Johnny,"Oh, I think I see it now. His shoulders are too big."
Johnny,(Door creaks open)
Johnny,Moira?
Johnny,"Boy, we've got our work cut out for us."
Johnny,But I've seen worse.
Johnny,It's not a problem.
Johnny,Moira?
Moira,: (Slurred) They dare to call me irrelevant?
Moira,"Shag carpeting, that's irrelevant!"
Moira,L.A. is irrelevant...
Moira,"""Good riddance,"" is what they said."
Moira,"Oh, who said that, sweetheart?"
Moira,They're no name commentors.
Moira,Tormentors.
Moira,"Are we having a bad day, honey?"
Moira,: Anonymous.
Moira,Ominous.
Moira,"That'll be fine, thank you."
Moira,I'm afraid I don't have a gratuity right now.
Alexis,": So, that guy from the other night."
Alexis,"He's not for me, right?"
David,: What guy?
David,That beardy guy that I kissed at the party.
David,"He's gross, right? Like, that's not a thing for me."
David,"There wasn't like, a spark or anything."
David,You mean the hitchhiker that was burning meat over a garbage can?
David,"Yeah, that one."
David,Have you seen your mother today?
David,"Um yeah, she was face down on the carpet before dragging herself into the closet."
David,And you didn't say anything?!
David,I thought she was maybe looking for a contact or something.
Johnny,": Yeah, she googled herself again, now she's having one of her ""things."""
Johnny,How bad is it?
Johnny,: How bad is it? A solid seven.
Johnny,"It's not an eight, which seems manageable for you."
Johnny,": Well, except I've got a few things I have to take care of, so I need you two to go in, and take..."
Johnny,"No, I did Saint-Tropez, so."
David,": And I did her birthday, and Aspen twice."
Johnny,: And I'm trying to sell this town.
Johnny,"So, if you kids want any chance of getting out of here, you'll help me out, and go in and look after your mother!"
Johnny,"Well, my horoscope said that I shouldn't assume responsibility for anybody but myself today."
Johnny,": Yeah, and my horoscope says, why don't you go in and help your mother!"
Johnny,"And don't let her out of your sight, okay?"
Johnny,We don't want her detonating in public!
Alexis,: I know!
Alexis,"Though it is kind of fun to watch, though."
Alexis,Not when you're the one she's trying to back over with a car.
Alexis,What's that?
David,: Eye cream.
Johnny,: From where?
David,: From Paris.
David,How did you pay for it?
David,": Oh, one of my credit cards is still working."
Johnny,": Oh, you're charging things to your credit card?!"
Johnny,"I see, and how are you gonna pay for it?"
David,": I don't think you understand, I already have it."
David,so you can pay for the cream from Paris!
David,"Okay well, tell that to the bags under my eyes, then."
Johnny,": And right after you tell your next joke, I want you to go down to the front desk, and ask what's-her-name..."
Johnny,Stevie.
Johnny,: Where you can get a job around here! All right?
Johnny,"I'm in the middle getting rid of an x-rated sign, before it scares off the few buyers we might actually have!"
Johnny,"Okay, I'll get on that."
Johnny,": You want the smooth under eyes of a 16-year-old, get a job!"
Johnny,"You just need to relax, because it's not like your boyfriend left you for a Scandinavian flight attendant!"
